Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Reactome	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	35	9	3.07E-09	3.70E-07	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION
Reactome	REACTOME_RHO_GTPASES_ACTIVATE_PKNS	61	11	3.13E-09	3.70E-07	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:KDM4C:PKN3:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHO_GTPASES_ACTIVATE_PKNS
Reactome	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	37	9	5.27E-09	5.16E-07	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION
Reactome	REACTOME_CHROMOSOME_MAINTENANCE	116	14	5.30E-09	5.16E-07	HIST2H4A:HIST2H4B:RUVBL1:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:FEN1:HIST4H4:CDK2:CASC5:OIP5:RTEL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CHROMOSOME_MAINTENANCE
Reactome	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	116	14	5.30E-09	5.16E-07	HIST2H4A:HIST2H4B:POU2F1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:GATA3:HIST4H4:MED1:BCL2:ZNF217	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION
Reactome	REACTOME_TELOMERE_MAINTENANCE	90	12	2.13E-08	1.89E-06	HIST2H4A:HIST2H4B:RUVBL1:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:FEN1:HIST4H4:CDK2:RTEL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TELOMERE_MAINTENANCE
Reactome	REACTOME_MITOTIC_PROPHASE	109	13	2.17E-08	1.89E-06	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:LEMD2:NEK6:PPP2R1B:HIST4H4:SETD8	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOTIC_PROPHASE
Reactome	REACTOME_DNA_REPAIR	304	21	2.44E-08	2.02E-06	HIST2H4A:HIST2H4B:RUVBL1:RAD50:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:FEN1:MUS81:HIST4H4:CDK2:RAD51B:RAD51:INO80:RMI2:POLI:RTEL1:RBX1:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_REPAIR
Reactome	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	44	9	2.72E-08	2.14E-06	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION
Reactome	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	693	33	2.95E-08	2.17E-06	RORC:POU2F1:TNFSF4:IL1RL1:IL18R1:IL18RAP:IL21:IL7R:IL3:CSF2:IRF1:IL13:IL4:HIST1H3A:HIST1H3B:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H3H:HIST1H3I:HIST1H3J:IL6:IL33:PSMB7:IL2RA:GATA3:CFL1:PPP2R1B:STAT6:RORA:SMAD3:IL4R:IL21R:NOD2:PSMD3:CSF3:STAT5B:BCL2:TNFRSF6B:RBX1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
Reactome	REACTOME_REPRODUCTION	112	13	3.01E-08	2.17E-06	HIST2H4A:HIST2H4B:RAD50:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:CDK2:RAD51:PSMC3IP	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REPRODUCTION
Reactome	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	96	12	4.45E-08	3.07E-06	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:GATA3:HIST4H4:PSMD3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS
Reactome	REACTOME_HOMOLOGY_DIRECTED_REPAIR	117	13	5.11E-08	3.33E-06	HIST2H4A:HIST2H4B:RAD50:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2BE:HIST1H4D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:FEN1:MUS81:HIST4H4:CDK2:RAD51B:RAD51:RMI2:RTEL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HOMOLOGY_DIRECTED_REPAIR
Reactome	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	79	11	5.24E-08	3.33E-06	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:IL6:HIST4H4:CDK2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Reactome	REACTOME_SIGNALING_BY_NOTCH	211	17	5.88E-08	3.60E-06	HIST2H4A:HIST2H4B:POGLUT1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:IKZF1:PSMB7:HIST4H4:HDAC7:SMAD3:FURIN:PSMD3:RBX1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_NOTCH
Reactome	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	65	10	8.05E-08	4.68E-06	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:ITGA2B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION
Reactome	REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	36	8	8.20E-08	4.68E-06	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE
Reactome	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	146	14	1.02E-07	5.64E-06	HIST2H4A:HIST2H4B:RAD50:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2BE:HIST1H4D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:FEN1:MUS81:HIST4H4:CDK2:RAD51B:RAD51:RMI2:RTEL1:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR
Reactome	REACTOME_HATS_ACETYLATE_HISTONES	104	12	1.10E-07	5.86E-06	HIST2H4A:HIST2H4B:RUVBL1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2AG:HIST1H4I:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H2AL:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2AM:HIST4H4:MSL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HATS_ACETYLATE_HISTONES
Reactome	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	86	11	1.28E-07	6.63E-06	HIST2H4A:HIST2H4B:POGLUT1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:FURIN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING
Reactome	REACTOME_DNA_REPLICATION	153	14	1.84E-07	9.20E-06	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:FEN1:HIST4H4:CDK2:PSMD3:RBX1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_REPLICATION
Reactome	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	205	16	2.23E-07	1.09E-05	HIST2H4A:HIST2H4B:IL3:CSF2:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:IL2RA:GATA3:HIST4H4:PSMD3:ITGA2B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
Reactome	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	57	9	2.87E-07	1.35E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE
Reactome	REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	42	8	2.94E-07	1.35E-05	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION
Reactome	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	58	9	3.35E-07	1.50E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION
Reactome	REACTOME_AMYLOID_FIBER_FORMATION	77	10	4.16E-07	1.76E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:FURIN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AMYLOID_FIBER_FORMATION
Reactome	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	77	10	4.16E-07	1.76E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:PTRF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION
Reactome	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1307	46	4.83E-07	2.00E-05	RUNX3:HIST2H4A:HIST2H4B:RORC:POU2F1:HSPD1:CAMK4:IL3:CSF2:RAD50:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:ZKSCAN8:ZKSCAN3:SESN1:IL6:PSMB7:IL2RA:GATA3:PPP2R1B:HIST4H4:HDAC7:CDK2:SETD8:RAD51:RTF1:RORA:SMAD3:FURIN:RMI2:MED1:CDK12:ERBB2:PSMD3:THRA:NR1D1:RARA:ITGA2B:SMAD4:SYMPK:RBX1:L3MBTL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION
Reactome	REACTOME_DEUBIQUITINATION	274	18	5.16E-07	2.08E-05	RUVBL1:HIST1H2BB:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H2AD:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2AG:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H2AJ:HIST1H2BM:HIST1H2AK:HIST1H2AL:HIST1H2AM:TNFAIP3:IL33:PSMB7:GATA3:INO80:SMAD3:NOD2:PSMD3:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DEUBIQUITINATION
Reactome	REACTOME_HCMV_LATE_EVENTS	80	10	5.98E-07	2.35E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2AG:HIST1H4I:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H2AL:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2AM:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_LATE_EVENTS
Reactome	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	196	15	6.85E-07	2.64E-05	RUVBL1:HIST1H2BB:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H2AD:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2AG:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H2AJ:HIST1H2BM:HIST1H2AK:HIST1H2AL:HIST1H2AM:IL33:PSMB7:GATA3:SMAD3:PSMD3:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES
Reactome	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	47	8	7.31E-07	2.75E-05	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE
Reactome	REACTOME_DNA_REPLICATION_PRE_INITIATION	125	12	8.28E-07	2.99E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:HIST4H4:CDK2:PSMD3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_REPLICATION_PRE_INITIATION
